user,item,rating,sentiment,help_user,value,help_sentiment,helped_sim
731,234,3,character:+1 films:-1 character:-1 </endperson15112>,</endperson15112>,</endperson15112>,</endperson15112>, </endperson15112>
731,239,4,character:-1 </endperson15113>,</endperson15113>,</endperson15113>,</endperson15113>, </endperson15113>
731,705,5,films:+1 acting:+1 </endperson15114>,</endperson15114>,</endperson15114>,</endperson15114>, </endperson15114>
731,874,4,character:-1 </endperson15115>,</endperson15115>,</endperson15115>,</endperson15115>, </endperson15115>
731,915,4, </endperson15116>,</endperson15116>,</endperson15116>,</endperson15116>, </endperson15116>
731,1352,2, </endperson15117>,</endperson15117>,</endperson15117>,</endperson15117>, </endperson15117>
731,829,5, </endperson15118>,</endperson15118>,</endperson15118>,</endperson15118>, </endperson15118>
731,1133,5,scenes:+1 </endperson15119>,</endperson15119>,</endperson15119>,</endperson15119>, </endperson15119>
731,981,4,actors:+1 viewing:+1 </endperson15120>,</endperson15120>,</endperson15120>,</endperson15120>, </endperson15120>
731,373,4,films:-1 plot:-1 </endperson15121>,</endperson15121>,</endperson15121>,</endperson15121>, </endperson15121>
731,952,3, </endperson15122>,</endperson15122>,</endperson15122>,</endperson15122>, </endperson15122>
731,820,4, </endperson15123>,</endperson15123>,</endperson15123>,</endperson15123>, </endperson15123>
731,1252,4, </endperson15124>,</endperson15124>,</endperson15124>,</endperson15124>, </endperson15124>
731,156,4,actors:+1 </endperson15125>,</endperson15125>,</endperson15125>,</endperson15125>, </endperson15125>
731,136,4,acting:+1 </endperson15126>,</endperson15126>,</endperson15126>,</endperson15126>, </endperson15126>
731,810,3, </endperson15127>,</endperson15127>,</endperson15127>,</endperson15127>, </endperson15127>
731,1149,4, </endperson15128>,</endperson15128>,</endperson15128>,</endperson15128>, </endperson15128>
731,880,2,isnt:+1 </endperson15129>,</endperson15129>,</endperson15129>,</endperson15129>, </endperson15129>
731,775,4, </endperson15130>,</endperson15130>,</endperson15130>,</endperson15130>, </endperson15130>
731,1071,5, </endperson15131>,</endperson15131>,</endperson15131>,</endperson15131>, </endperson15131>
731,349,5,character:+1 </endperson15132>,</endperson15132>,</endperson15132>,</endperson15132>, </endperson15132>
731,929,5,acting:+1 </endperson15133>,</endperson15133>,</endperson15133>,</endperson15133>, </endperson15133>
731,842,4, </endperson15134>,</endperson15134>,</endperson15134>,</endperson15134>, </endperson15134>
731,356,3,character:+1 </endperson15135>,</endperson15135>,</endperson15135>,</endperson15135>, </endperson15135>
731,1236,3,actors:+1 </endperson15136>,</endperson15136>,</endperson15136>,</endperson15136>, </endperson15136>
731,1326,2,horror:-1 </endperson15137>,</endperson15137>,</endperson15137>,</endperson15137>, </endperson15137>
732,276,5, </endperson15138>,</endperson15138>,</endperson15138>,</endperson15138>, </endperson15138>
732,1165,4, </endperson15139>,</endperson15139>,</endperson15139>,</endperson15139>, </endperson15139>
732,875,5, </endperson15140>,</endperson15140>,</endperson15140>,</endperson15140>, </endperson15140>
732,357,5, </endperson15141>,</endperson15141>,</endperson15141>,</endperson15141>, </endperson15141>
732,485,5, </endperson15142>,625</endperson15142>,4</endperson15142>, </endperson15142>,0.4868514561932641 </endperson15142>
732,976,5, </endperson15143>,</endperson15143>,</endperson15143>,</endperson15143>, </endperson15143>
733,723,4,character:-1 </endperson15144>,161;;;;331</endperson15144>,4;;;;4</endperson15144>,movie:+1 ;;;;hometown:+1 </endperson15144>,0.5094102040423899;;;;0.546737612437368 </endperson15144>
733,835,2,actionsequences:+1 </endperson15145>,623</endperson15145>,4</endperson15145>,films:+1 snothing:+1 </endperson15145>,0.2723252193084328 </endperson15145>
733,588,5, </endperson15146>,</endperson15146>,</endperson15146>,</endperson15146>, </endperson15146>
733,854,4, </endperson15147>,256;;;;722</endperson15147>,4;;;;2</endperson15147>,isnt:+1 acting:+1 ;;;; </endperson15147>,0.5552860097162837;;;;0.4883491509506117 </endperson15147>
733,986,4, </endperson15148>,268;;;;378</endperson15148>,4;;;;4</endperson15148>,cameraangles:+1 scenes:+1 viewers:-1 movie:-1 camerawork:-1 ;;;; </endperson15148>,0.3381067195687929;;;;0.39338420038786326 </endperson15148>
733,1319,3, </endperson15149>,</endperson15149>,</endperson15149>,</endperson15149>, </endperson15149>
733,791,4, </endperson15150>,</endperson15150>,</endperson15150>,</endperson15150>, </endperson15150>
733,1296,3, </endperson15151>,</endperson15151>,</endperson15151>,</endperson15151>, </endperson15151>
733,491,3,performance:+1 </endperson15152>,</endperson15152>,</endperson15152>,</endperson15152>, </endperson15152>
733,1057,4, </endperson15153>,</endperson15153>,</endperson15153>,</endperson15153>, </endperson15153>
733,952,4,moments:+1 performances:+1 </endperson15154>,</endperson15154>,</endperson15154>,</endperson15154>, </endperson15154>
733,190,4, </endperson15155>,817</endperson15155>,2</endperson15155>, </endperson15155>,0.34993435153526586 </endperson15155>
733,725,4,plot:-1 </endperson15156>,331</endperson15156>,3</endperson15156>, </endperson15156>,0.546737612437368 </endperson15156>
733,234,5,films:+1 character:-1 </endperson15157>,</endperson15157>,</endperson15157>,</endperson15157>, </endperson15157>
734,1130,4, </endperson15158>,737</endperson15158>,3</endperson15158>, </endperson15158>,0.0 </endperson15158>
734,222,5, </endperson15159>,</endperson15159>,</endperson15159>,</endperson15159>, </endperson15159>
734,1237,5,scenery:+1 acting:+1 scenes:-1 </endperson15160>,</endperson15160>,</endperson15160>,</endperson15160>, </endperson15160>
734,1253,1, </endperson15161>,</endperson15161>,</endperson15161>,</endperson15161>, </endperson15161>
734,110,5,acting:+1 </endperson15162>,</endperson15162>,</endperson15162>,</endperson15162>, </endperson15162>
734,544,1, </endperson15163>,</endperson15163>,</endperson15163>,</endperson15163>, </endperson15163>
734,965,4, </endperson15164>,</endperson15164>,</endperson15164>,</endperson15164>, </endperson15164>
734,224,4,acting:+1 </endperson15165>,</endperson15165>,</endperson15165>,</endperson15165>, </endperson15165>
734,1247,1, </endperson15166>,</endperson15166>,</endperson15166>,</endperson15166>, </endperson15166>
734,717,3, </endperson15167>,</endperson15167>,</endperson15167>,</endperson15167>, </endperson15167>
734,239,5, </endperson15168>,</endperson15168>,</endperson15168>,</endperson15168>, </endperson15168>
735,772,5,comedy:+1 </endperson15169>,</endperson15169>,</endperson15169>,</endperson15169>, </endperson15169>
735,931,5,performances:+1 </endperson15170>,</endperson15170>,</endperson15170>,</endperson15170>, </endperson15170>
735,360,4,movie:+1 </endperson15171>,</endperson15171>,</endperson15171>,</endperson15171>, </endperson15171>
735,478,4,movie:+1 scenery:+1 </endperson15172>,</endperson15172>,</endperson15172>,</endperson15172>, </endperson15172>
735,218,5,performances:+1 </endperson15173>,</endperson15173>,</endperson15173>,</endperson15173>, </endperson15173>
735,408,5,moments:-1 </endperson15174>,</endperson15174>,</endperson15174>,</endperson15174>, </endperson15174>
735,1255,2,movie:-1 </endperson15175>,</endperson15175>,</endperson15175>,</endperson15175>, </endperson15175>
735,1351,3,specialeffects:+1 </endperson15176>,</endperson15176>,</endperson15176>,</endperson15176>, </endperson15176>
735,874,4,soundtrack:+1 </endperson15177>,</endperson15177>,</endperson15177>,</endperson15177>, </endperson15177>
735,331,4, </endperson15178>,</endperson15178>,</endperson15178>,</endperson15178>, </endperson15178>
735,207,4, </endperson15179>,</endperson15179>,</endperson15179>,</endperson15179>, </endperson15179>
735,110,4,movie:+1 </endperson15180>,</endperson15180>,</endperson15180>,</endperson15180>, </endperson15180>
735,368,4,movie:+1 </endperson15181>,</endperson15181>,</endperson15181>,</endperson15181>, </endperson15181>
735,372,5,specialeffects:+1 </endperson15182>,</endperson15182>,</endperson15182>,</endperson15182>, </endperson15182>
736,705,5,scenes:+1 </endperson15183>,</endperson15183>,</endperson15183>,</endperson15183>, </endperson15183>
736,373,5,movie:+1 </endperson15184>,</endperson15184>,</endperson15184>,</endperson15184>, </endperson15184>
736,802,5,actionscenes:+1 character:-1 </endperson15185>,</endperson15185>,</endperson15185>,</endperson15185>, </endperson15185>
736,38,4, </endperson15186>,</endperson15186>,</endperson15186>,</endperson15186>, </endperson15186>
736,236,5,scenes:+1 </endperson15187>,</endperson15187>,</endperson15187>,</endperson15187>, </endperson15187>
736,357,5,films:+1 </endperson15188>,</endperson15188>,</endperson15188>,</endperson15188>, </endperson15188>
736,963,5, </endperson15189>,</endperson15189>,</endperson15189>,</endperson15189>, </endperson15189>
737,356,5,soundtrack:+1 character:-1 </endperson15190>,</endperson15190>,</endperson15190>,</endperson15190>, </endperson15190>
737,1295,5,specialeffects:+1 </endperson15191>,663</endperson15191>,3</endperson15191>, </endperson15191>,0.37603832023179407 </endperson15191>
737,1281,5, </endperson15192>,</endperson15192>,</endperson15192>,</endperson15192>, </endperson15192>
737,373,4,movie:+1 </endperson15193>,</endperson15193>,</endperson15193>,</endperson15193>, </endperson15193>
737,1254,5, </endperson15194>,</endperson15194>,</endperson15194>,</endperson15194>, </endperson15194>
737,1252,5, </endperson15195>,</endperson15195>,</endperson15195>,</endperson15195>, </endperson15195>
737,238,5,movies:-1 </endperson15196>,</endperson15196>,</endperson15196>,</endperson15196>, </endperson15196>
737,1089,5, </endperson15197>,</endperson15197>,</endperson15197>,</endperson15197>, </endperson15197>
737,1130,4, </endperson15198>,</endperson15198>,</endperson15198>,</endperson15198>, </endperson15198>
737,692,5, </endperson15199>,</endperson15199>,</endperson15199>,</endperson15199>, </endperson15199>
737,893,5,movie:+1 isnt:-1 </endperson15200>,</endperson15200>,</endperson15200>,</endperson15200>, </endperson15200>
737,485,4, </endperson15201>,</endperson15201>,</endperson15201>,</endperson15201>, </endperson15201>
737,849,5,plot:+1 </endperson15202>,</endperson15202>,</endperson15202>,</endperson15202>, </endperson15202>
737,672,5,plot:+1 </endperson15203>,</endperson15203>,</endperson15203>,</endperson15203>, </endperson15203>
737,903,3,isnt:+1 isnt:-1 </endperson15204>,</endperson15204>,</endperson15204>,</endperson15204>, </endperson15204>
737,749,5, </endperson15205>,</endperson15205>,</endperson15205>,</endperson15205>, </endperson15205>
737,357,5,movies:+1 </endperson15206>,</endperson15206>,</endperson15206>,</endperson15206>, </endperson15206>
738,843,4,acting:+1 budget:-1 </endperson15207>,</endperson15207>,</endperson15207>,</endperson15207>, </endperson15207>
738,688,3, </endperson15208>,</endperson15208>,</endperson15208>,</endperson15208>, </endperson15208>
738,875,3,actor:-1 character:-1 moments:-1 movie:-1 </endperson15209>,</endperson15209>,</endperson15209>,</endperson15209>, </endperson15209>
738,1109,5,movie:+1 scene:+1 </endperson15210>,</endperson15210>,</endperson15210>,</endperson15210>, </endperson15210>
738,109,4,films:+1 </endperson15211>,</endperson15211>,</endperson15211>,</endperson15211>, </endperson15211>
738,1331,4, </endperson15212>,</endperson15212>,</endperson15212>,</endperson15212>, </endperson15212>
738,1312,2, </endperson15213>,</endperson15213>,</endperson15213>,</endperson15213>, </endperson15213>
738,774,4,character:-1 </endperson15214>,</endperson15214>,</endperson15214>,</endperson15214>, </endperson15214>
738,219,4, </endperson15215>,</endperson15215>,</endperson15215>,</endperson15215>, </endperson15215>
738,842,4, </endperson15216>,</endperson15216>,</endperson15216>,</endperson15216>, </endperson15216>
738,765,4,films:+1 specialeffects:+1 hero:+1 character:-1 </endperson15217>,</endperson15217>,</endperson15217>,</endperson15217>, </endperson15217>
738,1057,4,scene:-1 </endperson15218>,</endperson15218>,</endperson15218>,</endperson15218>, </endperson15218>
738,356,4,mom:-1 </endperson15219>,</endperson15219>,</endperson15219>,</endperson15219>, </endperson15219>
738,1292,3, </endperson15220>,386;;;;529;;;;584</endperson15220>,4;;;;4;;;;3</endperson15220>,actor:+1 ;;;;performance:+1 movie:+1 ;;;; </endperson15220>,0.0;;;;0.0;;;;0.0 </endperson15220>
739,1188,2,soundtrack:+1 </endperson15221>,</endperson15221>,</endperson15221>,</endperson15221>, </endperson15221>
739,136,5,horror:-1 </endperson15222>,</endperson15222>,</endperson15222>,</endperson15222>, </endperson15222>
739,1083,3,storyline:-1 </endperson15223>,</endperson15223>,</endperson15223>,</endperson15223>, </endperson15223>
739,834,4,character:-1 </endperson15224>,</endperson15224>,</endperson15224>,</endperson15224>, </endperson15224>
739,1172,5,acting:+1 </endperson15225>,</endperson15225>,</endperson15225>,</endperson15225>, </endperson15225>
739,1352,3, </endperson15226>,</endperson15226>,</endperson15226>,</endperson15226>, </endperson15226>
740,351,4,actor:+1 </endperson15227>,</endperson15227>,</endperson15227>,</endperson15227>, </endperson15227>
740,220,3,specialeffects:+1 </endperson15228>,</endperson15228>,</endperson15228>,</endperson15228>, </endperson15228>
740,1287,3,movie:-1 </endperson15229>,</endperson15229>,</endperson15229>,</endperson15229>, </endperson15229>
740,869,1,fare:+1 </endperson15230>,</endperson15230>,</endperson15230>,</endperson15230>, </endperson15230>
740,835,3,films:-1 </endperson15231>,</endperson15231>,</endperson15231>,</endperson15231>, </endperson15231>
740,772,5,humour:-1 </endperson15232>,</endperson15232>,</endperson15232>,</endperson15232>, </endperson15232>
740,360,1,specialeffects:+1 </endperson15233>,</endperson15233>,</endperson15233>,</endperson15233>, </endperson15233>
740,763,3, </endperson15234>,</endperson15234>,</endperson15234>,</endperson15234>, </endperson15234>
741,233,5,movie:-1 </endperson15235>,</endperson15235>,</endperson15235>,</endperson15235>, </endperson15235>
741,358,5,actor:+1 </endperson15236>,</endperson15236>,</endperson15236>,</endperson15236>, </endperson15236>
741,1202,5,ending:+1 movie:+1 acting:+1 </endperson15237>,</endperson15237>,</endperson15237>,</endperson15237>, </endperson15237>
741,804,5,movie:+1 scenes:+1 tfeel:-1 scene:-1 </endperson15238>,</endperson15238>,</endperson15238>,</endperson15238>, </endperson15238>
741,810,5, </endperson15239>,</endperson15239>,</endperson15239>,</endperson15239>, </endperson15239>
741,461,4,movie:-1 actionscenes:-1 </endperson15240>,</endperson15240>,</endperson15240>,</endperson15240>, </endperson15240>
741,758,5,movie:+1 movie:-1 </endperson15241>,</endperson15241>,</endperson15241>,</endperson15241>, </endperson15241>
741,840,4, </endperson15242>,</endperson15242>,</endperson15242>,</endperson15242>, </endperson15242>
741,1206,5,movie:-1 </endperson15243>,</endperson15243>,</endperson15243>,</endperson15243>, </endperson15243>
741,724,2,movie:-1 </endperson15244>,</endperson15244>,</endperson15244>,</endperson15244>, </endperson15244>
741,207,4,acting:+1 </endperson15245>,</endperson15245>,</endperson15245>,</endperson15245>, </endperson15245>
741,1200,4,movie:+1 movie:-1 </endperson15246>,</endperson15246>,</endperson15246>,</endperson15246>, </endperson15246>
741,965,4,movie:+1 movie:-1 </endperson15247>,</endperson15247>,</endperson15247>,</endperson15247>, </endperson15247>
741,1057,4, </endperson15248>,</endperson15248>,</endperson15248>,</endperson15248>, </endperson15248>
741,491,5,tfeel:-1 </endperson15249>,</endperson15249>,</endperson15249>,</endperson15249>, </endperson15249>
741,775,5,movie:+1 director:+1 movie:-1 </endperson15250>,</endperson15250>,</endperson15250>,</endperson15250>, </endperson15250>
741,190,5,horror:+1 tfeel:-1 </endperson15251>,</endperson15251>,</endperson15251>,</endperson15251>, </endperson15251>
741,238,5,movie:-1 </endperson15252>,</endperson15252>,</endperson15252>,</endperson15252>, </endperson15252>
741,367,4,movie:+1 movie:-1 </endperson15253>,</endperson15253>,</endperson15253>,</endperson15253>, </endperson15253>
741,839,5,movie:+1 </endperson15254>,</endperson15254>,</endperson15254>,</endperson15254>, </endperson15254>
741,363,4, </endperson15255>,</endperson15255>,</endperson15255>,</endperson15255>, </endperson15255>
741,820,5,movies:+1 actor:+1 movie:-1 tfeel:-1 </endperson15256>,</endperson15256>,</endperson15256>,</endperson15256>, </endperson15256>
742,1303,4,films:+1 character:+1 films:-1 </endperson15257>,</endperson15257>,</endperson15257>,</endperson15257>, </endperson15257>
742,719,5, </endperson15258>,</endperson15258>,</endperson15258>,</endperson15258>, </endperson15258>
742,774,3, </endperson15259>,</endperson15259>,</endperson15259>,</endperson15259>, </endperson15259>
742,837,3, </endperson15260>,</endperson15260>,</endperson15260>,</endperson15260>, </endperson15260>
742,872,4, </endperson15261>,</endperson15261>,</endperson15261>,</endperson15261>, </endperson15261>
742,874,4,performance:+1 </endperson15262>,</endperson15262>,</endperson15262>,</endperson15262>, </endperson15262>
742,1312,1, </endperson15263>,</endperson15263>,</endperson15263>,</endperson15263>, </endperson15263>
742,875,5, </endperson15264>,</endperson15264>,</endperson15264>,</endperson15264>, </endperson15264>
742,373,3, </endperson15265>,</endperson15265>,</endperson15265>,</endperson15265>, </endperson15265>
742,1230,2,script:-1 </endperson15266>,</endperson15266>,</endperson15266>,</endperson15266>, </endperson15266>
742,1295,4,films:+1 </endperson15267>,</endperson15267>,</endperson15267>,</endperson15267>, </endperson15267>
742,367,4, </endperson15268>,</endperson15268>,</endperson15268>,</endperson15268>, </endperson15268>
742,1252,4,performance:+1 </endperson15269>,</endperson15269>,</endperson15269>,</endperson15269>, </endperson15269>
742,1253,1, </endperson15270>,</endperson15270>,</endperson15270>,</endperson15270>, </endperson15270>
742,834,2,acting:-1 </endperson15271>,</endperson15271>,</endperson15271>,</endperson15271>, </endperson15271>
742,724,2,films:+1 character:-1 </endperson15272>,</endperson15272>,</endperson15272>,</endperson15272>, </endperson15272>
742,1313,3, </endperson15273>,</endperson15273>,</endperson15273>,</endperson15273>, </endperson15273>
743,1239,5,soundtrack:+1 acting:+1 </endperson15274>,</endperson15274>,</endperson15274>,</endperson15274>, </endperson15274>
743,240,5, </endperson15275>,</endperson15275>,</endperson15275>,</endperson15275>, </endperson15275>
743,367,4, </endperson15276>,</endperson15276>,</endperson15276>,</endperson15276>, </endperson15276>
743,757,4,moving:-1 </endperson15277>,</endperson15277>,</endperson15277>,</endperson15277>, </endperson15277>
743,1183,4, </endperson15278>,</endperson15278>,</endperson15278>,</endperson15278>, </endperson15278>
743,1189,4, </endperson15279>,</endperson15279>,</endperson15279>,</endperson15279>, </endperson15279>
743,234,5,character:-1 </endperson15280>,</endperson15280>,</endperson15280>,</endperson15280>, </endperson15280>
744,932,3, </endperson15281>,</endperson15281>,</endperson15281>,</endperson15281>, </endperson15281>
744,714,4,comedy:-1 </endperson15282>,</endperson15282>,</endperson15282>,</endperson15282>, </endperson15282>
744,408,5, </endperson15283>,</endperson15283>,</endperson15283>,</endperson15283>, </endperson15283>
744,876,5,character:-1 </endperson15284>,</endperson15284>,</endperson15284>,</endperson15284>, </endperson15284>
744,1252,4, </endperson15285>,</endperson15285>,</endperson15285>,</endperson15285>, </endperson15285>
744,810,4, </endperson15286>,</endperson15286>,</endperson15286>,</endperson15286>, </endperson15286>
744,18,5, </endperson15287>,</endperson15287>,</endperson15287>,</endperson15287>, </endperson15287>
744,207,5,movie:-1 </endperson15288>,</endperson15288>,</endperson15288>,</endperson15288>, </endperson15288>
744,889,5, </endperson15289>,</endperson15289>,</endperson15289>,</endperson15289>, </endperson15289>
744,830,5, </endperson15290>,</endperson15290>,</endperson15290>,</endperson15290>, </endperson15290>
744,1111,5, </endperson15291>,</endperson15291>,</endperson15291>,</endperson15291>, </endperson15291>
744,1249,4, </endperson15292>,</endperson15292>,</endperson15292>,</endperson15292>, </endperson15292>
744,842,5,films:+1 </endperson15293>,</endperson15293>,</endperson15293>,</endperson15293>, </endperson15293>
744,832,4, </endperson15294>,</endperson15294>,</endperson15294>,</endperson15294>, </endperson15294>
744,933,5, </endperson15295>,</endperson15295>,</endperson15295>,</endperson15295>, </endperson15295>
744,958,3,ending:+1 </endperson15296>,</endperson15296>,</endperson15296>,</endperson15296>, </endperson15296>
744,1339,4, </endperson15297>,</endperson15297>,</endperson15297>,</endperson15297>, </endperson15297>
744,1334,5,comedy:+1 </endperson15298>,</endperson15298>,</endperson15298>,</endperson15298>, </endperson15298>
745,411,5,actress:+1 scenes:+1 </endperson15299>,</endperson15299>,</endperson15299>,</endperson15299>, </endperson15299>
745,635,4,turns:+1 character:-1 </endperson15300>,</endperson15300>,</endperson15300>,</endperson15300>, </endperson15300>
745,403,5, </endperson15301>,</endperson15301>,</endperson15301>,</endperson15301>, </endperson15301>
745,1239,5,soundtrack:+1 star:+1 movie:+1 comedy:+1 </endperson15302>,</endperson15302>,</endperson15302>,</endperson15302>, </endperson15302>
745,230,5, </endperson15303>,</endperson15303>,</endperson15303>,</endperson15303>, </endperson15303>
745,919,5, </endperson15304>,</endperson15304>,</endperson15304>,</endperson15304>, </endperson15304>
746,316,2,movie:+1 character:-1 </endperson15305>,</endperson15305>,</endperson15305>,</endperson15305>, </endperson15305>
746,115,4,soundtrack:+1 character:+1 movie:+1 </endperson15306>,</endperson15306>,</endperson15306>,</endperson15306>, </endperson15306>
746,1257,4,actors:+1 </endperson15307>,</endperson15307>,</endperson15307>,</endperson15307>, </endperson15307>
746,97,5, </endperson15308>,</endperson15308>,</endperson15308>,</endperson15308>, </endperson15308>
746,590,5,isnt:-1 </endperson15309>,</endperson15309>,</endperson15309>,</endperson15309>, </endperson15309>
746,670,5,movie:+1 </endperson15310>,</endperson15310>,</endperson15310>,</endperson15310>, </endperson15310>
746,634,5,soundtrack:+1 </endperson15311>,</endperson15311>,</endperson15311>,</endperson15311>, </endperson15311>
746,570,2,movie:+1 </endperson15312>,</endperson15312>,</endperson15312>,</endperson15312>, </endperson15312>
746,506,4, </endperson15313>,</endperson15313>,</endperson15313>,</endperson15313>, </endperson15313>
746,1050,5,isnt:+1 </endperson15314>,</endperson15314>,</endperson15314>,</endperson15314>, </endperson15314>
747,1000,4,movie:-1 </endperson15315>,</endperson15315>,</endperson15315>,</endperson15315>, </endperson15315>
747,300,4,movie:+1 isnt:+1 </endperson15316>,</endperson15316>,</endperson15316>,</endperson15316>, </endperson15316>
747,797,4,thriller:+1 </endperson15317>,</endperson15317>,</endperson15317>,</endperson15317>, </endperson15317>
747,55,4, </endperson15318>,</endperson15318>,</endperson15318>,</endperson15318>, </endperson15318>
747,377,4,movie:+1 isnt:-1 </endperson15319>,</endperson15319>,</endperson15319>,</endperson15319>, </endperson15319>
747,1147,5, </endperson15320>,</endperson15320>,</endperson15320>,</endperson15320>, </endperson15320>
747,1193,4, </endperson15321>,</endperson15321>,</endperson15321>,</endperson15321>, </endperson15321>
747,72,4,movie:-1 </endperson15322>,</endperson15322>,</endperson15322>,</endperson15322>, </endperson15322>
748,972,3,movie:-1 isnt:-1 </endperson15323>,</endperson15323>,</endperson15323>,</endperson15323>, </endperson15323>
748,445,5,performance:+1 plot:+1 director:+1 </endperson15324>,</endperson15324>,</endperson15324>,</endperson15324>, </endperson15324>
748,456,4,cast:+1 films:+1 films:-1 character:-1 scenes:-1 </endperson15325>,</endperson15325>,</endperson15325>,</endperson15325>, </endperson15325>
748,1027,4,performance:+1 cringe:+1 </endperson15326>,</endperson15326>,</endperson15326>,</endperson15326>, </endperson15326>
748,948,5,movie:+1 script:+1 movies:-1 </endperson15327>,</endperson15327>,</endperson15327>,</endperson15327>, </endperson15327>
748,335,2,cringe:+1 scene:+1 </endperson15328>,142</endperson15328>,2</endperson15328>, </endperson15328>,0.21821789023599236 </endperson15328>
748,691,1,watch:-1 </endperson15329>,</endperson15329>,</endperson15329>,</endperson15329>, </endperson15329>
748,1333,5,movie:-1 comedy:-1 </endperson15330>,</endperson15330>,</endperson15330>,</endperson15330>, </endperson15330>
748,1090,5,cast:+1 performance:+1 comedy:-1 </endperson15331>,</endperson15331>,</endperson15331>,</endperson15331>, </endperson15331>
748,756,2,cast:-1 movie:-1 isnt:-1 </endperson15332>,</endperson15332>,</endperson15332>,</endperson15332>, </endperson15332>
748,669,1,movie:+1 isnt:+1 plot:-1 isnt:-1 </endperson15333>,</endperson15333>,</endperson15333>,</endperson15333>, </endperson15333>
748,554,3, </endperson15334>,</endperson15334>,</endperson15334>,</endperson15334>, </endperson15334>
748,750,1,movie:+1 plot:+1 movies:-1 budget:-1 </endperson15335>,</endperson15335>,</endperson15335>,</endperson15335>, </endperson15335>
749,381,5,cast:+1 films:+1 character:+1 scenes:+1 watch:-1 </endperson15336>,36</endperson15336>,4</endperson15336>, </endperson15336>,0.4156754785840574 </endperson15336>
749,682,3,plot:-1 </endperson15337>,</endperson15337>,</endperson15337>,</endperson15337>, </endperson15337>
749,907,3,performance:+1 comedy:+1 scene:+1 </endperson15338>,</endperson15338>,</endperson15338>,</endperson15338>, </endperson15338>
749,843,4,films:+1 </endperson15339>,</endperson15339>,</endperson15339>,</endperson15339>, </endperson15339>
749,747,4,character:+1 </endperson15340>,220</endperson15340>,4</endperson15340>,films:+1 plot:-1 </endperson15340>,0.30776003931820484 </endperson15340>
749,766,3,actors:+1 cast:-1 watch:-1 </endperson15341>,421</endperson15341>,3</endperson15341>,movie:+1 </endperson15341>,0.4279977956020907 </endperson15341>
749,1176,5,actors:+1 watch:-1 </endperson15342>,172;;;;421</endperson15342>,4;;;;4</endperson15342>,moving:+1 character:-1 ;;;;cast:+1 character:+1 performance:+1 movie:+1 </endperson15342>,0.41336193018677625;;;;0.4279977956020907 </endperson15342>
749,830,5, </endperson15343>,</endperson15343>,</endperson15343>,</endperson15343>, </endperson15343>
749,634,5,humour:+1 hero:+1 watch:-1 humour:-1 </endperson15344>,211</endperson15344>,5</endperson15344>,director:+1 beau:-1 </endperson15344>,0.13831529047572133 </endperson15344>
749,748,3,character:+1 electro:-1 </endperson15345>,</endperson15345>,</endperson15345>,</endperson15345>, </endperson15345>
749,1160,4,comedy:+1 actors:-1 </endperson15346>,</endperson15346>,</endperson15346>,</endperson15346>, </endperson15346>
749,190,5,character:+1 acting:+1 watch:-1 </endperson15347>,</endperson15347>,</endperson15347>,</endperson15347>, </endperson15347>
750,995,5, </endperson15348>,</endperson15348>,</endperson15348>,</endperson15348>, </endperson15348>
750,775,4,storyline:-1 scene:-1 </endperson15349>,</endperson15349>,</endperson15349>,</endperson15349>, </endperson15349>
750,194,4,character:+1 acting:+1 films:-1 </endperson15350>,</endperson15350>,</endperson15350>,</endperson15350>, </endperson15350>
750,756,4,character:+1 acting:+1 </endperson15351>,</endperson15351>,</endperson15351>,</endperson15351>, </endperson15351>
750,988,4,movie:-1 </endperson15352>,</endperson15352>,</endperson15352>,</endperson15352>, </endperson15352>
750,397,4,movie:+1 plot:+1 movie:-1 </endperson15353>,</endperson15353>,</endperson15353>,</endperson15353>, </endperson15353>
751,1050,5,movie:+1 scenes:+1 </endperson15354>,</endperson15354>,</endperson15354>,</endperson15354>, </endperson15354>
751,728,5,movie:+1 performances:+1 character:-1 vampire:-1 </endperson15355>,8</endperson15355>,4</endperson15355>,humour:+1 adventure:-1 </endperson15355>,0.1487157592293893 </endperson15355>
751,548,4,movie:+1 scenes:+1 watch:-1 </endperson15356>,</endperson15356>,</endperson15356>,</endperson15356>, </endperson15356>
751,570,1,isnt:-1 </endperson15357>,</endperson15357>,</endperson15357>,</endperson15357>, </endperson15357>
751,868,5,actress:+1 specialfeatures:+1 extras:+1 </endperson15358>,</endperson15358>,</endperson15358>,</endperson15358>, </endperson15358>
751,744,5,lightsaber:+1 </endperson15359>,327</endperson15359>,4</endperson15359>,films:-1 </endperson15359>,0.0 </endperson15359>
751,908,4,movies:-1 acting:-1 </endperson15360>,</endperson15360>,</endperson15360>,</endperson15360>, </endperson15360>
751,929,5,movie:+1 movie:-1 </endperson15361>,</endperson15361>,</endperson15361>,</endperson15361>, </endperson15361>
751,895,1,stunt:+1 cringe:+1 movie:-1 script:-1 </endperson15362>,</endperson15362>,</endperson15362>,</endperson15362>, </endperson15362>
751,940,4,performances:+1 </endperson15363>,</endperson15363>,</endperson15363>,</endperson15363>, </endperson15363>
751,755,2,cast:+1 character:-1 movie:-1 wasnt:-1 </endperson15364>,</endperson15364>,</endperson15364>,</endperson15364>, </endperson15364>
751,1042,4,films:+1 cringe:+1 casting:+1 </endperson15365>,</endperson15365>,</endperson15365>,</endperson15365>, </endperson15365>
