user,item,helped_rating,rating,sentiment,hu_sentiment
151,308:159,4,3,characters:+1 character:-1 </endperson10448>,</endperson10448>
151,465:159,4,4,performance:+1 plot:+1 </endperson10449>,</endperson10449>
465,0:10,4,3,isnt:+1 isnt:-1 scenes:-1 </endperson10450>,isnt:+1 isnt:-1 scenes:-1 </endperson10450>
361,621:803,3,3, </endperson10451>, </endperson10451>
433,6:414,4,5, </endperson10452>, </endperson10452>
433,123:414,4,4,movie:-1 tanything:-1 </endperson10453>,</endperson10453>
185,465:1037,5,1,character:+1 budget:+1 acting:-1 </endperson10454>,character:+1 budget:+1 acting:-1 </endperson10454>
368,239:859,4,4, </endperson10455>, </endperson10455>
368,252:859,4,4,familyfilm:+1 films:+1 wi:+1 neighbourhood:+1 slapstick:+1 </endperson10456>,</endperson10456>
368,573:859,4,2,reviews:+1 movie:+1 actionsequences:+1 </endperson10457>,</endperson10457>
221,384:727,4,5,movies:+1 movie:+1 </endperson10458>,movies:+1 movie:+1 </endperson10458>
221,647:727,4,4,films:+1 specialeffects:+1 </endperson10459>,</endperson10459>
221,704:727,4,5, </endperson10460>,</endperson10460>
151,0:12,4,4,isnt:+1 scenery:+1 </endperson10461>,isnt:+1 scenery:+1 </endperson10461>
151,300:12,4,4,scenes:+1 actress:-1 </endperson10462>,</endperson10462>
491,239:1255,4,4,horrorfilms:+1 </endperson10463>,horrorfilms:+1 </endperson10463>
395,7:550,4,3,performance:+1 storyline:+1 moments:-1 watch:-1 </endperson10464>,performance:+1 storyline:+1 moments:-1 watch:-1 </endperson10464>
395,426:550,3,5,character:-1 </endperson10465>,</endperson10465>
361,270:1248,3,5,performances:+1 movie:-1 </endperson10466>,performances:+1 movie:-1 </endperson10466>
361,698:1248,3,4, </endperson10467>,</endperson10467>
0,2:32,4,5,movies:-1 </endperson10468>,movies:-1 </endperson10468>
0,7:32,4,5, </endperson10469>,</endperson10469>
0,64:32,4,4,performances:+1 movie:-1 isnt:-1 </endperson10470>,</endperson10470>
0,67:32,4,4,cinemas:+1 wi:+1 movie:-1 plot:-1 </endperson10471>,</endperson10471>
0,84:32,4,4, </endperson10472>,</endperson10472>
0,103:32,4,5,performance:+1 movie:-1 </endperson10473>,</endperson10473>
0,108:32,4,5,storyline:+1 films:-1 </endperson10474>,</endperson10474>
0,123:32,4,5,actors:+1 isnt:-1 credits:-1 </endperson10475>,</endperson10475>
0,190:32,4,4,plot:+1 actionscenes:+1 </endperson10476>,</endperson10476>
0,278:32,4,4,plot:+1 </endperson10477>,</endperson10477>
0,308:32,4,4,movie:-1 tanything:-1 </endperson10478>,</endperson10478>
0,310:32,4,5, </endperson10479>,</endperson10479>
0,423:32,3,5,movie:+1 </endperson10480>,</endperson10480>
0,433:32,4,5, </endperson10481>,</endperson10481>
0,439:32,4,4,character:+1 </endperson10482>,</endperson10482>
0,507:32,4,4,scenes:-1 </endperson10483>,</endperson10483>
0,704:32,4,4, </endperson10484>,</endperson10484>
476,328:1297,5,5,spoiler:+1 cinematography:+1 films:-1 </endperson10485>,spoiler:+1 cinematography:+1 films:-1 </endperson10485>
476,565:1297,4,3,scene:-1 </endperson10486>,</endperson10486>
123,7:554,4,4,cast:+1 </endperson10487>,cast:+1 </endperson10487>
123,292:554,4,5,character:+1 watch:-1 </endperson10488>,</endperson10488>
426,308:521,4,4,character:+1 wi:+1 movie:+1 character:-1 </endperson10489>,character:+1 wi:+1 movie:+1 character:-1 </endperson10489>
147,465:160,4,3,movie:+1 isnt:+1 films:-1 </endperson10490>,movie:+1 isnt:+1 films:-1 </endperson10490>
147,488:160,4,3,comedy:-1 </endperson10491>,</endperson10491>
384,21:830,3,2, </endperson10492>, </endperson10492>
384,630:830,4,5,films:+1 </endperson10493>,</endperson10493>
439,111:728,3,4, </endperson10494>, </endperson10494>
6,7:421,4,5,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10495>,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10495>
6,69:421,4,5,actress:+1 </endperson10496>,</endperson10496>
6,123:421,4,4,actresses:+1 cast:+1 genre:+1 screen:+1 viewers:-1 </endperson10497>,</endperson10497>
6,306:421,4,4,chemistry:+1 actress:-1 </endperson10498>,</endperson10498>
6,318:421,4,5, </endperson10499>,</endperson10499>
729,529:929,4,5,films:+1 movie:-1 </endperson10500>,films:+1 movie:-1 </endperson10500>
318,306:411,4,5,actress:+1 soundtrack:-1 watch:-1 </endperson10501>,actress:+1 soundtrack:-1 watch:-1 </endperson10501>
318,309:411,3,4,actress:+1 </endperson10502>,</endperson10502>
5,425:211,3,5, </endperson10503>, </endperson10503>
7,102:517,4,4,ending:+1 performance:+1 </endperson10504>,ending:+1 performance:+1 </endperson10504>
7,103:517,4,4,isnt:+1 </endperson10505>,</endperson10505>
7,122:517,5,4,chemistry:-1 </endperson10506>,</endperson10506>
7,318:517,4,5,movie:+1 character:-1 </endperson10507>,</endperson10507>
7,426:517,2,4,character:-1 </endperson10508>,</endperson10508>
7,459:517,4,4,script:+1 scenes:-1 </endperson10509>,</endperson10509>
7,465:517,4,3,comedy:+1 character:-1 </endperson10510>,</endperson10510>
7,466:517,4,5,actor:-1 watch:-1 </endperson10511>,</endperson10511>
7,473:517,3,5, </endperson10512>,</endperson10512>
70,465:273,5,4,chemistry:+1 films:-1 </endperson10513>,chemistry:+1 films:-1 </endperson10513>
308,297:1198,4,4,isnt:+1 </endperson10514>,isnt:+1 </endperson10514>
3,8:344,4,4,films:+1 movie:+1 acting:+1 </endperson10515>,films:+1 movie:+1 acting:+1 </endperson10515>
3,167:344,2,5,acting:+1 </endperson10516>,</endperson10516>
3,211:344,4,4, </endperson10517>,</endperson10517>
3,262:344,4,4,performance:+1 </endperson10518>,</endperson10518>
8,7:472,4,4,ending:+1 character:+1 acting:-1 </endperson10519>,ending:+1 character:+1 acting:-1 </endperson10519>
8,97:472,4,4,films:+1 </endperson10520>,</endperson10520>
8,144:472,4,4,comedy:+1 </endperson10521>,</endperson10521>
7,20:256,3,4,movie:+1 </endperson10522>,movie:+1 </endperson10522>
7,60:256,4,2,movie:+1 fans:+1 comedy:-1 </endperson10523>,</endperson10523>
7,67:256,4,4,character:+1 films:-1 movie:-1 </endperson10524>,</endperson10524>
7,111:256,4,2,isnt:+1 actors:-1 movie:-1 </endperson10525>,</endperson10525>
7,178:256,4,1,isnt:+1 isnt:-1 acting:-1 scene:-1 </endperson10526>,</endperson10526>
7,465:256,4,3,movie:+1 brass:+1 actors:-1 motifs:-1 </endperson10527>,</endperson10527>
7,508:256,4,3, </endperson10528>,</endperson10528>
7,603:256,3,5, </endperson10529>,</endperson10529>
190,8:32,4,4,movie:+1 </endperson10530>,movie:+1 </endperson10530>
190,123:32,4,5,actors:+1 isnt:-1 credits:-1 </endperson10531>,</endperson10531>
190,685:32,4,5,plot:+1 plot:-1 </endperson10532>,</endperson10532>
301,191:99,4,4,character:+1 performance:+1 comedy:-1 </endperson10533>,character:+1 performance:+1 comedy:-1 </endperson10533>
123,77:15,4,2, </endperson10534>, </endperson10534>
123,129:15,4,4,isnt:+1 movie:-1 </endperson10535>,</endperson10535>
123,134:15,3,3,moments:+1 </endperson10536>,</endperson10536>
123,190:15,4,3, </endperson10537>,</endperson10537>
123,433:15,4,4,chemistry:+1 cast:+1 films:+1 character:+1 </endperson10538>,</endperson10538>
8,164:728,4,4,films:-1 </endperson10539>,films:-1 </endperson10539>
8,233:728,4,4,plot:+1 leather:+1 </endperson10540>,</endperson10540>
737,663:1295,3,4, </endperson10541>, </endperson10541>
84,4:380,4,4,acting:-1 </endperson10542>,acting:-1 </endperson10542>
84,64:380,3,5,movie:+1 </endperson10543>,</endperson10543>
84,290:380,4,5,character:+1 movie:+1 actors:-1 </endperson10544>,</endperson10544>
738,386:1292,4,3,actor:+1 </endperson10545>,actor:+1 </endperson10545>
738,529:1292,4,3,performance:+1 movie:+1 </endperson10546>,</endperson10546>
738,584:1292,3,2, </endperson10547>,</endperson10547>
466,7:181,4,4,familyfilm:+1 films:+1 watch:-1 </endperson10548>,familyfilm:+1 films:+1 watch:-1 </endperson10548>
159,85:234,2,5,animation:+1 </endperson10549>,animation:+1 </endperson10549>
159,198:234,2,3, </endperson10550>,</endperson10550>
159,531:234,3,3, </endperson10551>,</endperson10551>
159,709:234,2,5,character:+1 </endperson10552>,</endperson10552>
159,767:234,4,5, </endperson10553>,</endperson10553>
398,9:220,4,3,isnt:+1 snothing:+1 character:-1 isnt:-1 moving:-1 </endperson10554>,isnt:+1 snothing:+1 character:-1 isnt:-1 moving:-1 </endperson10554>
398,89:220,4,4,character:+1 watch:+1 isnt:+1 awards:+1 scenes:+1 storyline:-1 dino:-1 </endperson10555>,</endperson10555>
398,118:220,4,2,movie:+1 </endperson10556>,</endperson10556>
398,483:220,4,3,cast:+1 movie:+1 specialeffects:+1 </endperson10557>,</endperson10557>
398,487:220,4,4,movies:+1 isnt:+1 isnt:-1 </endperson10558>,</endperson10558>
1,198:216,4,5, </endperson10559>, </endperson10559>
1,203:216,4,4,cast:+1 character:+1 </endperson10560>,</endperson10560>
1,211:216,4,5, </endperson10561>,</endperson10561>
1,219:216,4,5, </endperson10562>,</endperson10562>
1,220:216,4,1,characterisation:-1 acting:-1 </endperson10563>,</endperson10563>
1,225:216,4,5, </endperson10564>,</endperson10564>
1,230:216,4,4,movie:+1 movie:-1 </endperson10565>,</endperson10565>
1,238:216,4,3,actors:+1 scenes:+1 snothing:+1 </endperson10566>,</endperson10566>
1,243:216,4,5,adventure:+1 scenes:+1 </endperson10567>,</endperson10567>
1,249:216,4,2,wizard:-1 </endperson10568>,</endperson10568>
1,257:216,4,5, </endperson10569>,</endperson10569>
1,261:216,4,5,specialeffects:+1 snothing:-1 wizards:-1 </endperson10570>,</endperson10570>
1,333:216,4,5,cast:+1 films:+1 audiences:+1 </endperson10571>,</endperson10571>
1,335:216,4,5,films:+1 films:-1 </endperson10572>,</endperson10572>
1,361:216,4,4, </endperson10573>,</endperson10573>
1,362:216,4,5, </endperson10574>,</endperson10574>
1,527:216,4,5,movie:+1 </endperson10575>,</endperson10575>
1,638:216,4,2,movie:+1 tlook:+1 snothing:+1 actors:-1 </endperson10576>,</endperson10576>
1,646:216,4,4,scenes:-1 </endperson10577>,</endperson10577>
1,647:216,4,5,cast:+1 adventure:-1 </endperson10578>,</endperson10578>
1,668:216,4,5, </endperson10579>,</endperson10579>
1,675:216,2,5, </endperson10580>,</endperson10580>
1,704:216,4,3,character:+1 moments:+1 films:-1 </endperson10581>,</endperson10581>
1,721:216,3,5, </endperson10582>,</endperson10582>
1,811:216,4,5,actors:+1 </endperson10583>,</endperson10583>
1,826:216,4,5,performance:+1 isnt:-1 </endperson10584>,</endperson10584>
488,0:167,4,4,actress:+1 awards:+1 scenes:-1 </endperson10585>,actress:+1 awards:+1 scenes:-1 </endperson10585>
488,299:167,5,5, </endperson10586>,</endperson10586>
488,506:167,3,5, </endperson10587>,</endperson10587>
8,67:54,4,4,movies:+1 scenes:+1 films:-1 comics:-1 </endperson10588>,movies:+1 scenes:+1 films:-1 comics:-1 </endperson10588>
467,476:1297,4,4,watch:+1 acting:+1 isnt:-1 </endperson10589>,watch:+1 acting:+1 isnt:-1 </endperson10589>
122,2:188,4,1,movie:+1 audiences:+1 scenes:-1 </endperson10590>,movie:+1 audiences:+1 scenes:-1 </endperson10590>
122,123:188,5,4,movies:-1 watch:-1 </endperson10591>,</endperson10591>
322,9:394,4,4,soundtrack:+1 </endperson10592>,soundtrack:+1 </endperson10592>
67,106:1049,4,5,character:+1 isnt:-1 </endperson10593>,character:+1 isnt:-1 </endperson10593>
238,269:526,4,4,movie:-1 </endperson10594>,movie:-1 </endperson10594>
238,271:526,4,5, </endperson10595>,</endperson10595>
238,625:526,4,4,scenes:-1 </endperson10596>,</endperson10596>
313,5:39,4,5, </endperson10597>, </endperson10597>
488,129:163,4,3,scenes:+1 character:-1 </endperson10598>,scenes:+1 character:-1 </endperson10598>
453,9:747,4,1,films:+1 isnt:-1 </endperson10599>,films:+1 isnt:-1 </endperson10599>
453,328:747,4,3,leaks:+1 </endperson10600>,</endperson10600>
7,190:196,4,4,actor:+1 </endperson10601>,actor:+1 </endperson10601>
7,309:196,4,5,character:-1 </endperson10602>,</endperson10602>
7,410:196,4,4,character:-1 movie:-1 watch:-1 </endperson10603>,</endperson10603>
7,515:196,5,5,films:+1 score:+1 actors:+1 isnt:+1 films:-1 character:-1 </endperson10604>,</endperson10604>
122,7:414,5,3,character:+1 acting:+1 watch:-1 </endperson10605>,character:+1 acting:+1 watch:-1 </endperson10605>
324,443:230,4,5, </endperson10606>, </endperson10606>
0,67:62,4,4,movie:+1 cast:-1 storm:-1 specialeffects:-1 </endperson10607>,movie:+1 cast:-1 storm:-1 specialeffects:-1 </endperson10607>
0,103:62,4,4,storm:-1 </endperson10608>,</endperson10608>
0,104:62,3,5, </endperson10609>,</endperson10609>
0,447:62,4,4,budget:+1 </endperson10610>,</endperson10610>
398,7:617,4,3,chemistry:+1 bonus:-1 </endperson10611>,chemistry:+1 bonus:-1 </endperson10611>
148,174:772,3,4,actors:-1 </endperson10612>,actors:-1 </endperson10612>
148,203:772,4,5,scores:+1 </endperson10613>,</endperson10613>
148,223:772,4,5,films:+1 humour:-1 </endperson10614>,</endperson10614>
148,361:772,3,1,animation:+1 isnt:-1 guys:-1 acting:-1 </endperson10615>,</endperson10615>
148,419:772,4,4, </endperson10616>,</endperson10616>
148,453:772,4,5,soundtrack:+1 movie:+1 actors:-1 tfeel:-1 humour:-1 </endperson10617>,</endperson10617>
148,465:772,4,4,character:+1 heist:+1 </endperson10618>,</endperson10618>
148,491:772,3,3,charm:+1 movie:-1 </endperson10619>,</endperson10619>
148,637:772,4,5,soundtrack:+1 character:+1 movie:+1 movie:-1 </endperson10620>,</endperson10620>
185,2:246,4,3,movie:+1 </endperson10621>,movie:+1 </endperson10621>
96,69:407,4,5,chemistry:+1 </endperson10622>,chemistry:+1 </endperson10622>
100,11:487,4,4,scenes:+1 movie:-1 </endperson10623>,scenes:+1 movie:-1 </endperson10623>
0,5:120,4,5,moments:+1 </endperson10624>,moments:+1 </endperson10624>
0,7:120,4,5,acting:+1 </endperson10625>,</endperson10625>
0,67:120,4,2,isnt:+1 movie:-1 </endperson10626>,</endperson10626>
0,69:120,4,5,movie:+1 </endperson10627>,</endperson10627>
0,88:120,4,5,acting:+1 </endperson10628>,</endperson10628>
0,410:120,4,5,movies:+1 films:-1 character:-1 scenes:-1 </endperson10629>,</endperson10629>
0,433:120,4,5,isnt:+1 humour:+1 </endperson10630>,</endperson10630>
191,123:914,4,5,character:+1 character:-1 </endperson10631>,character:+1 character:-1 </endperson10631>
361,49:591,2,4,movie:+1 </endperson10632>,movie:+1 </endperson10632>
361,335:591,3,5,specialeffects:-1 </endperson10633>,</endperson10633>
706,272:230,4,5, </endperson10634>, </endperson10634>
10,573:756,4,3,star:+1 explosions:-1 scene:-1 budget:-1 </endperson10635>,star:+1 explosions:-1 scene:-1 budget:-1 </endperson10635>
10,748:756,5,2,cast:-1 movie:-1 isnt:-1 </endperson10636>,</endperson10636>
361,51:728,3,5, </endperson10637>, </endperson10637>
361,233:728,4,4,plot:+1 leather:+1 </endperson10638>,</endperson10638>
67,183:1035,4,3,screenplay:+1 films:-1 </endperson10639>,screenplay:+1 films:-1 </endperson10639>
67,190:1035,3,3, </endperson10640>,</endperson10640>
203,261:839,4,4,performances:+1 </endperson10641>,performances:+1 </endperson10641>
646,324:199,4,5,sons:-1 </endperson10642>,sons:-1 </endperson10642>
258,353:928,4,5,watch:-1 </endperson10643>,watch:-1 </endperson10643>
249,50:883,4,5,comedy:+1 acting:+1 character:-1 </endperson10644>,comedy:+1 acting:+1 character:-1 </endperson10644>
249,208:883,4,5,character:-1 </endperson10645>,</endperson10645>
361,3:361,4,5,movie:+1 </endperson10646>,movie:+1 </endperson10646>
361,386:361,4,4, </endperson10647>,</endperson10647>
253,252:843,4,4,movie:+1 acting:+1 mummies:-1 </endperson10648>,movie:+1 acting:+1 mummies:-1 </endperson10648>
143,0:75,4,3,performance:+1 isnt:+1 character:-1 </endperson10649>,performance:+1 isnt:+1 character:-1 </endperson10649>
143,147:75,4,4,character:+1 performance:+1 script:+1 isnt:-1 </endperson10650>,</endperson10650>
295,749:682,3,3,plot:-1 </endperson10651>,plot:-1 </endperson10651>
408,90:310,4,5, </endperson10652>, </endperson10652>
408,96:310,4,4, </endperson10653>,</endperson10653>
7,132:648,5,3,scene:-1 </endperson10654>,scene:-1 </endperson10654>
358,211:1252,4,4, </endperson10655>, </endperson10655>
358,587:1252,3,3,actor:+1 movie:+1 actor:-1 </endperson10656>,</endperson10656>
1,250:185,4,4,performance:+1 </endperson10657>,performance:+1 </endperson10657>
7,5:391,4,5,performance:+1 </endperson10658>,performance:+1 </endperson10658>
7,67:391,4,3, </endperson10659>,</endperson10659>
7,113:391,5,4, </endperson10660>,</endperson10660>
7,124:391,4,4, </endperson10661>,</endperson10661>
7,407:391,4,4, </endperson10662>,</endperson10662>
67,64:680,4,3,character:-1 </endperson10663>,character:-1 </endperson10663>
67,89:680,4,4,films:+1 character:+1 </endperson10664>,</endperson10664>
67,182:680,4,4,scenes:-1 </endperson10665>,</endperson10665>
67,301:680,3,5,hit:-1 </endperson10666>,</endperson10666>
67,428:680,5,5,character:+1 scenes:+1 </endperson10667>,</endperson10667>
467,11:128,4,4,disk:+1 performance:+1 actors:-1 character:-1 </endperson10668>,disk:+1 performance:+1 actors:-1 character:-1 </endperson10668>
123,5:394,4,4, </endperson10669>, </endperson10669>
123,7:394,4,4,soundtrack:+1 ending:+1 reviews:+1 character:-1 watch:-1 bonus:-1 </endperson10670>,</endperson10670>
123,190:394,4,5, </endperson10671>,</endperson10671>
123,322:394,4,5, </endperson10672>,</endperson10672>
123,465:394,4,4,character:+1 percussion:+1 movie:-1 brass:-1 </endperson10673>,</endperson10673>
123,503:394,4,4,actors:+1 </endperson10674>,</endperson10674>
306,190:572,4,2,actors:+1 </endperson10675>,actors:+1 </endperson10675>
577,368:1099,4,4,acting:+1 </endperson10676>,acting:+1 </endperson10676>
577,392:1099,4,5,score:-1 </endperson10677>,</endperson10677>
577,639:1099,4,4, </endperson10678>,</endperson10678>
25,244:220,4,4,movie:+1 moments:-1 </endperson10679>,movie:+1 moments:-1 </endperson10679>
67,179:313,4,5,horror:+1 horror:-1 </endperson10680>,horror:+1 horror:-1 </endperson10680>
103,185:431,5,3,budget:-1 </endperson10681>,budget:-1 </endperson10681>
7,113:165,5,5,isnt:+1 </endperson10682>,isnt:+1 </endperson10682>
7,190:165,4,5, </endperson10683>,</endperson10683>
9,97:734,4,3,character:-1 scenes:-1 </endperson10684>,character:-1 scenes:-1 </endperson10684>
9,108:734,4,3,acting:+1 </endperson10685>,</endperson10685>
9,465:734,4,2,tension:+1 violins:+1 hairdos:-1 stringarrangements:-1 </endperson10686>,</endperson10686>
9,563:734,4,3,scene:-1 </endperson10687>,</endperson10687>
327,147:904,4,3,chemistry:+1 actor:+1 performance:+1 cringe:+1 </endperson10688>,chemistry:+1 actor:+1 performance:+1 cringe:+1 </endperson10688>
327,434:904,3,4,sexreferences:-1 </endperson10689>,</endperson10689>
327,465:904,4,3,cast:+1 character:-1 comedy:-1 scenes:-1 </endperson10690>,</endperson10690>
113,189:516,4,3,character:+1 credits:-1 </endperson10691>,character:+1 credits:-1 </endperson10691>
8,473:82,3,5,scenes:-1 </endperson10692>,scenes:-1 </endperson10692>
96,123:310,4,5,scenery:+1 someones:-1 </endperson10693>,scenery:+1 someones:-1 </endperson10693>
96,184:310,4,5, </endperson10694>,</endperson10694>
96,408:310,4,5,moments:+1 films:-1 character:-1 </endperson10695>,</endperson10695>
96,465:310,4,4,films:+1 character:+1 strings:+1 brass:+1 musical:-1 </endperson10696>,</endperson10696>
356,255:882,4,5,horrormovie:-1 twists:-1 </endperson10697>,horrormovie:-1 twists:-1 </endperson10697>
161,546:868,2,4, </endperson10698>, </endperson10698>
0,5:12,4,5, </endperson10699>, </endperson10699>
53,21:830,3,2, </endperson10700>, </endperson10700>
239,268:843,4,2,character:+1 movie:+1 movies:-1 budget:-1 </endperson10701>,character:+1 movie:+1 movies:-1 budget:-1 </endperson10701>
239,581:843,4,4,specialeffects:+1 movies:-1 isnt:-1 </endperson10702>,</endperson10702>
190,2:275,4,4,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson10703>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson10703>
190,74:275,4,3, </endperson10704>,</endperson10704>
190,395:275,3,4,stunt:+1 </endperson10705>,</endperson10705>
318,2:292,4,4,movie:+1 </endperson10706>,movie:+1 </endperson10706>
318,9:292,4,5,isnt:+1 character:-1 isnt:-1 </endperson10707>,</endperson10707>
318,95:292,4,5,films:+1 actors:-1 </endperson10708>,</endperson10708>
318,483:292,4,4,actor:+1 </endperson10709>,</endperson10709>
247,676:606,3,5,acting:+1 </endperson10710>,acting:+1 </endperson10710>
468,5:251,4,5,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson10711>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson10711>
468,103:251,4,5,beau:-1 </endperson10712>,</endperson10712>
468,397:251,4,4,character:+1 video:+1 </endperson10713>,</endperson10713>
468,398:251,4,5,films:-1 character:-1 movie:-1 </endperson10714>,</endperson10714>
468,466:251,3,5, </endperson10715>,</endperson10715>
224,652:367,4,5,movie:+1 </endperson10716>,movie:+1 </endperson10716>
8,98:662,4,2,films:-1 </endperson10717>,films:-1 </endperson10717>
704,630:851,2,5,scenes:+1 </endperson10718>,scenes:+1 </endperson10718>
409,156:211,4,3,casting:+1 </endperson10719>,casting:+1 </endperson10719>
409,220:211,4,5,cast:+1 performance:+1 films:-1 </endperson10720>,</endperson10720>
409,230:211,4,3,character:+1 plot:-1 </endperson10721>,</endperson10721>
409,315:211,4,5,soundtrack:+1 isnt:+1 character:-1 </endperson10722>,</endperson10722>
262,25:799,3,4,films:-1 </endperson10723>,films:-1 </endperson10723>
262,269:799,1,4,movie:+1 </endperson10724>,</endperson10724>
262,384:799,4,5,movies:+1 plot:+1 acting:+1 movie:-1 </endperson10725>,</endperson10725>
262,677:799,2,4, </endperson10726>,</endperson10726>
361,694:714,4,3,snothing:+1 character:-1 </endperson10727>,snothing:+1 character:-1 </endperson10727>
144,324:96,4,5, </endperson10728>, </endperson10728>
399,7:82,4,4,moments:-1 watch:-1 bonus:-1 </endperson10729>,moments:-1 watch:-1 bonus:-1 </endperson10729>
399,457:82,4,5,movie:+1 </endperson10730>,</endperson10730>
554,146:535,4,5,films:+1 reviews:+1 movie:+1 </endperson10731>,films:+1 reviews:+1 movie:+1 </endperson10731>
554,792:535,4,5, </endperson10732>,</endperson10732>
371,630:1271,4,5,films:-1 plot:-1 </endperson10733>,films:-1 plot:-1 </endperson10733>
371,715:1271,2,5,ending:+1 </endperson10734>,</endperson10734>
8,3:357,4,3,sons:+1 scene:+1 </endperson10735>,sons:+1 scene:+1 </endperson10735>
8,253:357,4,5,scene:-1 </endperson10736>,</endperson10736>
8,361:357,4,4,scores:+1 character:-1 comedy:-1 </endperson10737>,</endperson10737>
465,67:676,4,4,wi:+1 movie:+1 scene:-1 fans:-1 </endperson10738>,wi:+1 movie:+1 scene:-1 fans:-1 </endperson10738>
7,190:617,4,4,performance:+1 specialeffects:+1 </endperson10739>,performance:+1 specialeffects:+1 </endperson10739>
7,312:617,4,4,films:+1 actor:-1 plot:-1 </endperson10740>,</endperson10740>
7,398:617,4,3,isnt:-1 </endperson10741>,</endperson10741>
7,465:617,4,2,arent:+1 strings:+1 isnt:+1 acting:-1 </endperson10742>,</endperson10742>
67,101:632,4,4,character:-1 </endperson10743>,character:-1 </endperson10743>
67,113:632,4,4,screen:+1 </endperson10744>,</endperson10744>
67,301:632,2,4, </endperson10745>,</endperson10745>
0,311:161,4,5,moving:+1 thalf:-1 </endperson10746>,moving:+1 thalf:-1 </endperson10746>
531,238:1065,4,4,character:+1 snothing:+1 character:-1 twists:-1 </endperson10747>,character:+1 snothing:+1 character:-1 twists:-1 </endperson10747>
253,576:861,4,4,prince:+1 </endperson10748>,prince:+1 </endperson10748>
272,421:838,4,5,character:+1 </endperson10749>,character:+1 </endperson10749>
69,8:658,4,4,twists:+1 character:-1 plot:-1 </endperson10750>,twists:+1 character:-1 plot:-1 </endperson10750>
69,301:658,4,5,specialeffects:+1 actionfilm:+1 </endperson10751>,</endperson10751>
69,308:658,4,4,movie:+1 plot:+1 movies:-1 character:-1 </endperson10752>,</endperson10752>
382,262:1161,4,4,specialeffects:+1 </endperson10753>,specialeffects:+1 </endperson10753>
382,722:1161,4,5, </endperson10754>,</endperson10754>
82,446:511,4,4, </endperson10755>, </endperson10755>
122,67:1022,4,5,films:+1 humour:+1 films:-1 </endperson10756>,films:+1 humour:+1 films:-1 </endperson10756>
378,598:356,3,5,soundtrack:+1 </endperson10757>,soundtrack:+1 </endperson10757>
378,738:356,4,4,mom:-1 </endperson10758>,</endperson10758>
50,148:969,4,5,isnt:+1 </endperson10759>,isnt:+1 </endperson10759>
50,419:969,4,5,script:-1 </endperson10760>,</endperson10760>
50,445:969,5,4,lighting:-1 </endperson10761>,</endperson10761>
50,449:969,4,5,character:+1 characterisation:+1 character:-1 </endperson10762>,</endperson10762>
89,220:239,4,1,plot:+1 </endperson10763>,plot:+1 </endperson10763>
89,253:239,4,5, </endperson10764>,</endperson10764>
89,637:239,4,5,isnt:-1 </endperson10765>,</endperson10765>
372,238:236,4,5,comedy:+1 </endperson10766>,comedy:+1 </endperson10766>
618,368:810,4,4, </endperson10767>, </endperson10767>
618,383:810,3,3, </endperson10768>,</endperson10768>
472,0:144,4,5,performance:+1 character:-1 </endperson10769>,performance:+1 character:-1 </endperson10769>
472,8:144,4,5,movie:+1 director:+1 specialeffects:+1 runtime:+1 movie:-1 watch:-1 </endperson10770>,</endperson10770>
472,103:144,5,3,movie:+1 scenery:+1 character:-1 scenes:-1 </endperson10771>,</endperson10771>
472,306:144,4,5,actor:+1 acting:+1 movies:-1 actor:-1 disk:-1 </endperson10772>,</endperson10772>
110,7:536,4,4,backdrops:+1 watch:-1 </endperson10773>,backdrops:+1 watch:-1 </endperson10773>
491,56:758,4,5,movies:+1 scenes:+1 movie:-1 </endperson10774>,movies:+1 scenes:+1 movie:-1 </endperson10774>
96,99:1104,5,5, </endperson10775>, </endperson10775>
96,446:1104,4,4, </endperson10776>,</endperson10776>
262,664:205,4,5, </endperson10777>, </endperson10777>
465,7:471,4,4,chemistry:+1 moments:-1 performances:-1 </endperson10778>,chemistry:+1 moments:-1 performances:-1 </endperson10778>
198,208:1231,4,3,cheesiness:-1 </endperson10779>,cheesiness:-1 </endperson10779>
146,347:938,4,5,movie:-1 disc:-1 </endperson10780>,movie:-1 disc:-1 </endperson10780>
146,382:938,4,5,films:+1 scenes:+1 everyones:-1 </endperson10781>,</endperson10781>
146,444:938,4,5, </endperson10782>,</endperson10782>
146,491:938,4,5, </endperson10783>,</endperson10783>
637,137:991,4,5,character:-1 </endperson10784>,character:-1 </endperson10784>
60,2:286,4,4,movies:-1 movie:-1 </endperson10785>,movies:-1 movie:-1 </endperson10785>
60,306:286,4,2,films:+1 actors:+1 actors:-1 </endperson10786>,</endperson10786>
25,409:863,4,5,acting:+1 </endperson10787>,acting:+1 </endperson10787>
170,86:180,4,4,actors:+1 </endperson10788>,actors:+1 </endperson10788>
170,233:180,5,5,films:+1 scenes:-1 </endperson10789>,</endperson10789>
110,7:465,4,4,acting:+1 </endperson10790>,acting:+1 </endperson10790>
110,63:465,4,4,movie:+1 manoeuvres:-1 </endperson10791>,</endperson10791>
