@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_tfIdf STRING
@ATTRIBUTE help_sim STRING

@DATA
43,73,3,sequels:+1 sciencefiction:+1 isnt:+1 specialeffects:+1 character:-1 comics:-1 </endperson814>,2;;;;7;;;;26</endperson814>,4;;;;4;;;;4</endperson814>,downside:+1 star:+1 movie:+1 scenes:+1 ;;;;soundtrack:+1 star:+1 ;;;;movie:+1 performance:-1 watch:-1 </endperson814>,downside:0.042847432928009466 star:0.017512982369102634 movie:0.14864698702061524 scenes:0.023378690403283896 ;;;;soundtrack:0.022697342721495907 star:0.0417485871578588 ;;;;movie:0.06285118806028253 performance:0.027623246352199947 watch:0.08016888187743497 </endperson814>,0.41246776785644257;;;;0.2680648623315294;;;;0.12520766527464522 </endperson814>
43,72,4,extras:+1 character:-1 </endperson815>,2;;;;4</endperson815>,4;;;;4</endperson815>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 ;;;;scenes:+1 performances:+1 </endperson815>,movies:0.07716042975019721 movie:0.10904942583246663 actionsequences:[0.09588911062574466|0.026698242858663006|0.0] explosions:0.08043218289067468 budget:0.022484944122869766 ;;;;scenes:0.019119848443777537 performances:0.11952147664677898 </endperson815>,0.41246776785644257;;;;0.21429318213775517 </endperson815>
43,152,5,movie:+1 isnt:+1 </endperson816>,11;;;;45</endperson816>,4;;;;4</endperson816>,viewers:+1 movie:+1 character:-1 plot:-1 ;;;;acting:+1 humour:-1 </endperson816>,viewers:0.027953683402019043 movie:0.09677483780924268 character:0.023478594990426666 plot:0.012936280612887674 ;;;;acting:0.01163337011090303 humour:[0.0|0.0159902161127854] </endperson816>,0.2483373526533167;;;;0.13469092254680315 </endperson816>
43,179,4,movie:+1 comedy:-1 </endperson817>,26</endperson817>,4</endperson817>,isnt:+1 movie:-1 </endperson817>,isnt:[0.10273198746661824|0.0|0.0] movie:0.07039440866602714 </endperson817>,0.12520766527464522 </endperson817>
43,31,2,specialeffects:+1 character:-1 movie:-1 </endperson818>,0</endperson818>,4</endperson818>,specialeffects:+1 isnt:-1 </endperson818>,specialeffects:[0.016016018588833638|0.01773807838033584] isnt:[0.2062981051582411|0.0|0.0] </endperson818>,0.20773745570118418 </endperson818>
43,183,4,sountrack:+1 performance:+1 movie:+1 character:-1 nudity:-1 </endperson819>,12</endperson819>,4</endperson819>,soundtrack:+1 </endperson819>,soundtrack:0.01339138382590685 </endperson819>,0.26117809049853935 </endperson819>
43,28,4,character:+1 performance:+1 movie:+1 movie:-1 humour:-1 </endperson820>,0;;;;12</endperson820>,4;;;;4</endperson820>,films:+1 character:+1 films:-1 arent:-1 ;;;;isnt:-1 </endperson820>,films:0.042541222300775644 character:0.04055423460473248 films:0.042541222300775644 arent:[0.0] ;;;;isnt:[0.06639981737526103|0.0|0.0] </endperson820>,0.20773745570118418;;;;0.26117809049853935 </endperson820>
43,99,4,movie:+1 reviews:+1 character:-1 movie:-1 isnt:-1 comedy:-1 humour:-1 slapstick:-1 </endperson821>,6</endperson821>,4</endperson821>, </endperson821>, </endperson821>,0.3540319193237631 </endperson821>
43,37,4,movies:+1 </endperson822>,1;;;;2</endperson822>,4;;;;4</endperson822>,sequences:+1 performances:+1 ;;;;movie:-1 </endperson822>,sequences:0.029113387554107462 performances:0.043496026186030594 ;;;;movie:0.130481967930624 </endperson822>,0.13998083061847033;;;;0.41246776785644257 </endperson822>
43,20,3,movies:+1 character:+1 movie:+1 scenes:+1 movies:-1 character:-1 movie:-1 scenes:-1 </endperson823>,8;;;;56</endperson823>,4;;;;4</endperson823>,movies:-1 ;;;; </endperson823>,movies:0.11242091986084211 ;;;; </endperson823>,0.12520766527464522;;;;0.10077190450795048 </endperson823>
43,76,4,horror:+1 movie:+1 sciencefiction:+1 movies:-1 cinemas:-1 ending:-1 isnt:-1 </endperson824>,2;;;;4;;;;9</endperson824>,4;;;;4;;;;4</endperson824>,actor:+1 movies:-1 cinemas:-1 ;;;; ;;;;arent:-1 screen:-1 </endperson824>,actor:0.027696776526331134 movies:0.11094423861427395 cinemas:0.022977033026355242 ;;;; ;;;;arent:[0.0] screen:0.00950752996957408 </endperson824>,0.41246776785644257;;;;0.21429318213775517;;;;0.07592651707212539 </endperson824>
43,173,4,performance:+1 sciencefiction:+1 werent:+1 star:+1 movie:+1 scenes:+1 blooperreel:+1 watch:-1 isnt:-1 </endperson825>,9</endperson825>,4</endperson825>,films:+1 character:+1 cast:-1 character:-1 </endperson825>,films:0.0363881000311767 character:0.028907090301170217 cast:0.006148741012114102 character:0.028907090301170217 </endperson825>,0.07592651707212539 </endperson825>
43,149,4,stunt:+1 actors:+1 movie:+1 character:-1 watch:-1 comedy:-1 </endperson826>,26</endperson826>,4</endperson826>,choreography:+1 comedy:+1 watch:-1 </endperson826>,choreography:0.039098692987886645 comedy:0.04233294722339743 watch:0.010184758769648609 </endperson826>,0.12520766527464522 </endperson826>
43,184,3,movie:+1 isnt:+1 plot:+1 acting:+1 actors:-1 isnt:-1 </endperson827>,35</endperson827>,4</endperson827>,scene:-1 </endperson827>,scene:0.015824437526191382 </endperson827>,0.2475059467106755 </endperson827>
43,39,5,character:+1 performance:+1 movie:+1 blockbuster:+1 movie:-1 watch:-1 </endperson828>,35</endperson828>,5</endperson828>,character:-1 isnt:-1 </endperson828>,character:0.006528053314565484 isnt:[0.20186335616878454|0.0|0.0] </endperson828>,0.2475059467106755 </endperson828>
43,51,3,movie:+1 isnt:+1 comedy:+1 movies:-1 character:-1 isnt:-1 </endperson829>,0</endperson829>,4</endperson829>,films:+1 </endperson829>,films:0.03306511921071379 </endperson829>,0.20773745570118418 </endperson829>
43,45,5,movie:+1 moments:-1 scenes:-1 disc:-1 teaser:-1 </endperson830>,0</endperson830>,4</endperson830>,character:-1 disc:-1 </endperson830>,character:0.0 disc:0.05814045593958882 </endperson830>,0.20773745570118418 </endperson830>
44,112,5,performance:+1 isnt:+1 cringe:+1 vampire:+1 scenes:-1 </endperson831>,26</endperson831>,5</endperson831>,soundtrack:+1 character:-1 movie:-1 isnt:-1 scenes:-1 </endperson831>,soundtrack:0.03471471776838697 character:0.006742973412415069 movie:0.11117363004124899 isnt:[0.11090915459176047|0.0|0.0] scenes:0.007103284829358124 </endperson831>,0.3957801231386876 </endperson831>
44,161,3,character:+1 movie:+1 </endperson832>,18</endperson832>,4</endperson832>,actresses:+1 comedy:+1 plot:-1 </endperson832>,actresses:0.10018426283986233 comedy:0.07108836082253173 plot:0.07169442301329383 </endperson832>,0.37169784562558905 </endperson832>
44,3,3,cringe:+1 </endperson833>,7</endperson833>,4</endperson833>,chemistry:+1 storyline:+1 watch:-1 bonus:-1 </endperson833>,chemistry:0.018503398923950004 storyline:0.018093710553195804 watch:0.021523204228307617 bonus:0.023009497396899337 </endperson833>,0.43695314697346044 </endperson833>
44,91,4, </endperson834>,26</endperson834>,4</endperson834>,comedy:+1 scenes:+1 watch:-1 </endperson834>,comedy:0.03278400618185151 scenes:0.016857302791658108 watch:0.01577481448210066 </endperson834>,0.3957801231386876 </endperson834>
44,113,4,smells:+1 </endperson835>,51;;;;53</endperson835>,4;;;;4</endperson835>,films:+1 watch:-1 ;;;;characterisation:+1 romance:-1 peroxide:-1 soundtrack:-1 character:-1 credits:-1 percussion:-1 </endperson835>,films:0.15618658457212412 watch:0.08387178376479416 ;;;;characterisation:[0.03074692893831851|0.0|0.0|0.0] romance:0.04886447999374124 peroxide:0.03460973328079819 soundtrack:0.013191150934160444 character:0.03074692893831851 credits:0.017091930424224012 percussion:0.022875232594010024 </endperson835>,0.36134812331933597;;;;0.6267393264113155 </endperson835>
44,12,3,fightscenes:+1 acting:+1 watch:-1 </endperson836>,0</endperson836>,4</endperson836>,isnt:+1 actionfilms:+1 reviews:-1 credits:-1 </endperson836>,isnt:[0.18666212118757122|0.0|0.0] actionfilms:[0.05400693972605134|0.0883500646580776|0.0] reviews:0.016570198401262455 credits:0.018554561889157908 </endperson836>,0.5038697611685383 </endperson836>
45,146,5,comedy:+1 movie:-1 </endperson837>,7</endperson837>,4</endperson837>,chemistry:+1 acting:+1 character:-1 sexreferences:-1 acting:-1 </endperson837>,chemistry:0.018853272064962175 acting:0.02762679075789755 character:0.02224632073019112 sexreferences:[0.08522550569996198|0.0|0.0] acting:0.02762679075789755 </endperson837>,0.3054651717464212 </endperson837>
45,137,5,movies:+1 movie:-1 scenes:-1 </endperson838>,7</endperson838>,4</endperson838>,films:+1 sexreferences:+1 </endperson838>,films:0.03846848051322197 sexreferences:[0.023414852143118777|0.0|0.0] </endperson838>,0.3054651717464212 </endperson838>
45,96,3, </endperson839>,6;;;;25</endperson839>,4;;;;4</endperson839>, ;;;;comedy:-1 </endperson839>, ;;;;comedy:0.04640265986288336 </endperson839>,0.271007773591754;;;;0.274479829973008 </endperson839>
45,103,5,movies:+1 movie:+1 scenes:+1 </endperson840>,7</endperson840>,4</endperson840>,actors:+1 character:+1 acting:+1 gags:-1 </endperson840>,actors:0.014180691858729227 character:0.023248070467212018 acting:0.01443541127793958 gags:0.06286047718534002 </endperson840>,0.3054651717464212 </endperson840>
45,11,3, </endperson841>,0;;;;5;;;;7</endperson841>,4;;;;4;;;;4</endperson841>,character:+1 humour:+1 actors:-1 character:-1 ;;;; ;;;;scenes:+1 acting:+1 humour:-1 scenes:-1 </endperson841>,character:0.01810485068838126 humour:[0.0|0.0] actors:0.06626080451424889 character:0.01810485068838126 ;;;; ;;;;scenes:0.014190983504784923 acting:0.016729268717750944 humour:[0.0|0.0] scenes:0.014190983504784923 </endperson841>,0.4877118807394252;;;;0.45709371938679544;;;;0.3054651717464212 </endperson841>
45,16,3,character:+1 movies:-1 actors:-1 movie:-1 </endperson842>,5</endperson842>,4</endperson842>,character:+1 character:-1 </endperson842>,character:0.0 character:0.0 </endperson842>,0.45709371938679544 </endperson842>
45,136,5,movie:+1 character:-1 </endperson843>,8;;;;34;;;;53</endperson843>,4;;;;4;;;;4</endperson843>,werent:+1 plot:-1 isnt:-1 ;;;;cast:+1 moments:-1 ;;;;isnt:+1 snothing:+1 character:-1 isnt:-1 guitar:-1 </endperson843>,werent:[0.0] plot:0.04089072842176264 isnt:[0.08137897439428747|0.0|0.0] ;;;;cast:0.020166950765164917 moments:0.11713737036347564 ;;;;isnt:[0.14886075269400276|0.0|0.0] snothing:[0.0|0.023165085136808216] character:0.02513979675183654 isnt:[0.14886075269400276|0.0|0.0] guitar:0.04681328059823665 </endperson843>,0.0;;;;0.4581977576196318;;;;0.3507514588440592 </endperson843>
45,161,4,movie:+1 character:-1 movie:-1 </endperson844>,26;;;;51</endperson844>,4;;;;4</endperson844>,movie:+1 ;;;;actors:+1 films:+1 comedy:+1 snothing:+1 </endperson844>,movie:0.012013768081646604 ;;;;actors:0.018508988046095496 films:0.03978835058623365 comedy:0.041444091763948594 snothing:[0.0|0.02097034473994388] </endperson844>,0.41181662786835815;;;;0.1800926647513147 </endperson844>
45,13,3,actor:+1 comedy:+1 movie:-1 plot:-1 scenes:-1 mom:-1 </endperson845>,0</endperson845>,5</endperson845>,humour:-1 </endperson845>,humour:[0.0|0.0] </endperson845>,0.4877118807394252 </endperson845>
45,134,5,character:+1 movie:-1 scenes:-1 </endperson846>,34</endperson846>,4</endperson846>,actors:-1 </endperson846>,actors:0.023277549403296224 </endperson846>,0.4581977576196318 </endperson846>
45,131,5, </endperson847>,42</endperson847>,5</endperson847>,films:-1 </endperson847>,films:0.018184183784891894 </endperson847>,0.11285282931441709 </endperson847>
45,128,5,films:+1 giggles:-1 </endperson848>,26;;;;42</endperson848>,4;;;;4</endperson848>,movie:+1 comedy:+1 watch:-1 humour:-1 ;;;; </endperson848>,movie:0.062416213473504505 comedy:0.08272895150447941 watch:0.011942108493784104 humour:[0.0|0.0] ;;;; </endperson848>,0.41181662786835815;;;;0.11285282931441709 </endperson848>
45,98,5,character:-1 isnt:-1 </endperson849>,6</endperson849>,4</endperson849>,cast:+1 performance:+1 </endperson849>,cast:0.028056519941187862 performance:0.017921106307779874 </endperson849>,0.271007773591754 </endperson849>
45,91,5,movie:+1 movie:-1 acting:-1 </endperson850>,5;;;;7;;;;13;;;;26;;;;42</endperson850>,4;;;;4;;;;4;;;;4;;;;4</endperson850>,hero:+1 watch:-1 ;;;;ending:+1 character:+1 ;;;; ;;;;comedy:+1 scenes:+1 watch:-1 ;;;;movie:+1 comedy:+1 movie:-1 </endperson850>,hero:0.02393479502516892 watch:0.022857594994419403 ;;;;ending:0.017929712598916556 character:0.03267271973292085 ;;;; ;;;;comedy:0.03278400618185151 scenes:0.016857302791658108 watch:0.01577481448210066 ;;;;movie:0.0315608354794375 comedy:0.050198395881754614 movie:0.0315608354794375 </endperson850>,0.45709371938679544;;;;0.3054651717464212;;;;0.52415524508568;;;;0.41181662786835815;;;;0.11285282931441709 </endperson850>
45,145,5,character:+1 isnt:-1 </endperson851>,7;;;;13</endperson851>,4;;;;4</endperson851>, ;;;;movie:+1 scenes:+1 </endperson851>, ;;;;movie:0.029875869208088865 scenes:0.015271017663520813 </endperson851>,0.3054651717464212;;;;0.52415524508568 </endperson851>
45,100,5,humour:+1 watch:-1 </endperson852>,6;;;;13;;;;42</endperson852>,4;;;;4;;;;4</endperson852>,cast:+1 character:+1 ;;;; ;;;;character:-1 scene:-1 </endperson852>,cast:0.017087531650699386 character:0.0 ;;;; ;;;;character:0.01355569583593015 scene:0.018587845920327802 </endperson852>,0.271007773591754;;;;0.52415524508568;;;;0.11285282931441709 </endperson852>
45,55,5, </endperson853>,7</endperson853>,4</endperson853>,storyline:-1 </endperson853>,storyline:0.015475484013657545 </endperson853>,0.3054651717464212 </endperson853>
45,101,5, </endperson854>,6;;;;7;;;;26</endperson854>,4;;;;4;;;;4</endperson854>,cast:+1 character:+1 ;;;;soundtrack:+1 chickflick:+1 bonus:-1 ;;;;actresses:+1 cast:+1 genre:+1 screen:+1 viewers:-1 </endperson854>,cast:0.0382190721795824 character:0.03593588243659885 ;;;;soundtrack:0.020773699769409334 chickflick:[0.06297505563407167|0.05961719715306652] bonus:0.025514500486964797 ;;;;actresses:0.10730468363501777 cast:0.022233626565655678 genre:0.05703750148611373 screen:0.05192311283204704 viewers:0.02489002993563944 </endperson854>,0.271007773591754;;;;0.3054651717464212;;;;0.41181662786835815 </endperson854>
45,157,5,movie:+1 plot:+1 isnt:-1 </endperson855>,7</endperson855>,4</endperson855>, </endperson855>, </endperson855>,0.3054651717464212 </endperson855>
45,152,1,acting:+1 humour:-1 </endperson856>,43;;;;57</endperson856>,4;;;;4</endperson856>,movie:+1 isnt:+1 ;;;;performance:+1 films:-1 </endperson856>,movie:0.25249555585906497 isnt:[0.10075795358347163|0.0|0.0] ;;;;performance:0.017374753493916057 films:0.03577241845042609 </endperson856>,0.13469092254680315;;;;0.32247682999298377 </endperson856>
45,19,4,isnt:+1 </endperson857>,6;;;;35;;;;43</endperson857>,4;;;;4;;;;4</endperson857>,soundtrack:+1 films:-1 ;;;;tanything:+1 ;;;;comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson857>,soundtrack:0.022812964344079777 films:0.013944872237691225 ;;;;tanything:[0.0|0.016247799859416566] ;;;;comedies:0.04019519420780976 characters:0.0 tfeel:[0.0|0.09491931525916411] character:0.033149397011637556 movie:0.08539766542097928 scenes:0.0349207381511532 </endperson857>,0.271007773591754;;;;0.18538659454596973;;;;0.13469092254680315 </endperson857>
45,38,3,movie:+1 </endperson858>,0</endperson858>,4</endperson858>,character:+1 squeak:-1 </endperson858>,character:0.01161457309227362 squeak:0.052294949872923324 </endperson858>,0.4877118807394252 </endperson858>
45,78,5,films:+1 character:+1 character:-1 watch:-1 </endperson859>,2;;;;9;;;;57</endperson859>,4;;;;4;;;;4</endperson859>,movie:+1 ;;;;isnt:+1 character:-1 isnt:-1 ;;;;actor:+1 </endperson859>,movie:0.13822116574542337 ;;;;isnt:[0.11467572950879451|0.0|0.0] character:0.011245114307862574 isnt:[0.11467572950879451|0.0|0.0] ;;;;actor:0.020972083160143474 </endperson859>,0.2549340146144876;;;;0.3007566787593011;;;;0.32247682999298377 </endperson859>
45,32,5,reviews:-1 </endperson860>,26;;;;56</endperson860>,4;;;;4</endperson860>,actor:+1 character:+1 films:-1 isnt:-1 ;;;;chemistry:+1 soundtrack:+1 character:+1 moments:+1 tfeel:+1 storyline:+1 </endperson860>,actor:0.011772772674915617 character:0.040423386264875155 films:0.00848079258802482 isnt:[0.1223394326624318|0.0|0.0] ;;;;chemistry:0.020190141633099446 soundtrack:0.020441923852747696 character:0.023823788507918935 moments:0.0367923808312484 tfeel:[0.0|0.013643311166456114] storyline:0.019743106671309015 </endperson860>,0.41181662786835815;;;;0.3494374189282188 </endperson860>
45,153,5,character:+1 character:-1 </endperson861>,53</endperson861>,4</endperson861>,characters:+1 character:-1 </endperson861>,characters:0.024768915704502834 character:0.09454770807565396 </endperson861>,0.3507514588440592 </endperson861>
45,87,5, </endperson862>,5;;;;7;;;;13</endperson862>,4;;;;4;;;;4</endperson862>,character:+1 snothing:+1 moving:-1 ;;;;actors:-1 rating:-1 ;;;; </endperson862>,character:0.0 snothing:[0.0|0.019526462597078482] moving:0.02700222497904742 ;;;;actors:0.013822894478255306 rating:0.044895553678604656 ;;;; </endperson862>,0.45709371938679544;;;;0.3054651717464212;;;;0.52415524508568 </endperson862>
45,40,4,isnt:-1 </endperson863>,0;;;;7;;;;60</endperson863>,4;;;;4;;;;4</endperson863>,actress:-1 ;;;;character:-1 sexreferences:-1 ;;;;films:+1 character:-1 </endperson863>,actress:0.0685229536481801 ;;;;character:0.02099869699404769 sexreferences:[0.020111466881006925|0.0|0.0] ;;;;films:0.07484444593840123 character:0.0 </endperson863>,0.4877118807394252;;;;0.3054651717464212;;;;0.4537610481854635 </endperson863>
45,7,5,movie:+1 isnt:+1 movie:-1 </endperson864>,0</endperson864>,4</endperson864>,scenes:+1 </endperson864>,scenes:0.02263551631928261 </endperson864>,0.4877118807394252 </endperson864>
45,52,5, </endperson865>,0;;;;6;;;;30</endperson865>,4;;;;4;;;;4</endperson865>,performance:+1 moments:-1 ;;;;rating:-1 ;;;;films:+1 scenes:+1 films:-1 reviews:-1 watch:-1 scenes:-1 slife:-1 </endperson865>,performance:0.06963203612212365 moments:0.019787153995920414 ;;;;rating:0.03995979756673634 ;;;;films:0.03280041340514941 scenes:0.03293922258210582 films:0.03280041340514941 reviews:0.020697156122876044 watch:0.020549358017680455 scenes:0.03293922258210582 slife:[0.0|0.04378003656421282] </endperson865>,0.4877118807394252;;;;0.271007773591754;;;;0.38488131503160905 </endperson865>
46,60,4,movies:+1 actor:+1 specialeffects:+1 watch:-1 </endperson866>,37</endperson866>,4</endperson866>,actors:+1 scenes:+1 snothing:+1 </endperson866>,actors:0.05725138494463772 scenes:0.03295808866489195 snothing:[0.0|0.02162159047878634] </endperson866>,0.38626524647558647 </endperson866>
46,57,5, </endperson867>,37</endperson867>,4</endperson867>,performances:+1 masterpiece:+1 </endperson867>,performances:0.02149770151654021 masterpiece:0.08436952211632184 </endperson867>,0.38626524647558647 </endperson867>
46,176,5,cast:+1 movie:+1 acting:+1 budget:-1 </endperson868>,10;;;;37</endperson868>,3;;;;4</endperson868>,script:-1 ;;;; </endperson868>,script:0.01720896901851474 ;;;; </endperson868>,0.18665665947738996;;;;0.38626524647558647 </endperson868>
46,205,4,character:+1 </endperson869>,38;;;;49</endperson869>,4;;;;4</endperson869>,films:+1 movie:+1 script:+1 humour:-1 ;;;;performances:+1 plot:-1 budget:-1 </endperson869>,films:0.011765412050536895 movie:0.06356622679071482 script:0.009555546864872404 humour:[0.0|0.009572479030714554] ;;;;performances:0.08814496430390086 plot:0.039333651971932435 budget:0.0379197741437266 </endperson869>,0.30765978890762924;;;;0.23025951419628266 </endperson869>
47,168,4,cast:+1 character:+1 villains:+1 comedy:+1 </endperson870>,59</endperson870>,4</endperson870>,scenes:-1 </endperson870>,scenes:0.03132985405497259 </endperson870>,0.4933793375254476 </endperson870>
47,203,1,animation:+1 isnt:-1 guys:-1 acting:-1 </endperson871>,</endperson871>,</endperson871>,</endperson871>,</endperson871>, </endperson871>
47,205,3,isnt:+1 </endperson872>,49;;;;59</endperson872>,3;;;;4</endperson872>,performances:+1 plot:-1 budget:-1 ;;;;plot:+1 </endperson872>,performances:0.08814496430390086 plot:0.039333651971932435 budget:0.0379197741437266 ;;;;plot:0.009928816789771451 </endperson872>,0.43484547124973916;;;;0.4933793375254476 </endperson872>
47,63,2,flare:-1 isnt:-1 </endperson873>,</endperson873>,</endperson873>,</endperson873>,</endperson873>, </endperson873>
47,62,5,script:+1 </endperson874>,38</endperson874>,4</endperson874>,films:-1 character:-1 plot:-1 comedy:-1 scenes:-1 </endperson874>,films:0.004228723398009559 character:0.016124843762025557 plot:0.022211242179268845 comedy:0.005505870373152049 scenes:0.021233095376677193 </endperson874>,0.5048712976582469 </endperson874>
48,211,4,movie:-1 </endperson875>,</endperson875>,</endperson875>,</endperson875>,</endperson875>, </endperson875>
48,201,5,films:-1 watch:-1 </endperson876>,36</endperson876>,4</endperson876>, </endperson876>, </endperson876>,0.3404383280961658 </endperson876>
48,202,5,actingability:+1 </endperson877>,39</endperson877>,4</endperson877>,movie:-1 </endperson877>,movie:0.060923294219364266 </endperson877>,0.40056196080164286 </endperson877>
48,176,4, </endperson878>,10;;;;37</endperson878>,4;;;;4</endperson878>,script:-1 ;;;; </endperson878>,script:0.01720896901851474 ;;;; </endperson878>,0.4248518153237735;;;;0.485783324166271 </endperson878>
48,207,3,tombraider:-1 </endperson879>,39</endperson879>,4</endperson879>,actors:+1 </endperson879>,actors:0.006920207550342992 </endperson879>,0.40056196080164286 </endperson879>
48,82,4,actionsequences:+1 movie:-1 familyman:-1 </endperson880>,3;;;;49</endperson880>,4;;;;4</endperson880>,movie:+1 ;;;;plot:-1 </endperson880>,movie:0.06766341628982224 ;;;;plot:0.08579853758311887 </endperson880>,0.491116897588203;;;;0.37587193754611437 </endperson880>
48,177,4, </endperson881>,10;;;;49</endperson881>,4;;;;4</endperson881>,script:+1 films:-1 ;;;;movies:+1 films:+1 scenes:+1 scenes:-1 </endperson881>,script:0.010142568519340579 films:0.07492914821203542 ;;;;movies:0.01940697136436673 films:0.041881397783644435 scenes:0.0420586370850009 scenes:0.0420586370850009 </endperson881>,0.4248518153237735;;;;0.37587193754611437 </endperson881>
48,212,3,script:-1 stunts:-1 </endperson882>,</endperson882>,</endperson882>,</endperson882>,</endperson882>, </endperson882>
48,209,4,movie:+1 </endperson883>,39</endperson883>,4</endperson883>, </endperson883>, </endperson883>,0.40056196080164286 </endperson883>
49,202,5,movies:+1 plot:+1 acting:+1 movie:-1 </endperson884>,36;;;;39</endperson884>,4;;;;4</endperson884>,character:-1 ;;;;movie:-1 </endperson884>,character:0.0 ;;;;movie:0.060923294219364266 </endperson884>,0.23158283997976203;;;;0.22031558556055875 </endperson884>
49,167,5,plot:+1 acting:+1 performance:-1 </endperson885>,39</endperson885>,4</endperson885>, </endperson885>, </endperson885>,0.22031558556055875 </endperson885>
49,206,5,specialeffects:+1 </endperson886>,</endperson886>,</endperson886>,</endperson886>,</endperson886>, </endperson886>
49,205,5,performances:+1 plot:-1 budget:-1 </endperson887>,38;;;;47</endperson887>,4;;;;4</endperson887>,films:+1 movie:+1 script:+1 humour:-1 ;;;;isnt:+1 </endperson887>,films:0.011765412050536895 movie:0.06356622679071482 script:0.009555546864872404 humour:[0.0|0.009572479030714554] ;;;;isnt:[0.10307696763483228|0.0|0.0] </endperson887>,0.3814288490759482;;;;0.43484547124973916 </endperson887>
49,61,5,movies:+1 performance:-1 </endperson888>,1</endperson888>,4</endperson888>, </endperson888>, </endperson888>,0.23484500822891974 </endperson888>
49,207,5,plot:+1 performances:+1 acting:+1 budget:-1 </endperson889>,39</endperson889>,4</endperson889>,actors:+1 </endperson889>,actors:0.006920207550342992 </endperson889>,0.22031558556055875 </endperson889>
49,80,5,explosions:-1 </endperson890>,3;;;;62</endperson890>,4;;;;4</endperson890>, ;;;;movies:+1 plot:+1 movie:-1 </endperson890>, ;;;;movies:0.020935643210967612 plot:0.07910283070293128 movie:0.0295879621067502 </endperson890>,0.28851916650176845;;;;0.46985415404333 </endperson890>
49,177,5,movies:+1 films:+1 scenes:+1 scenes:-1 </endperson891>,10</endperson891>,4</endperson891>,script:+1 films:-1 </endperson891>,script:0.010142568519340579 films:0.07492914821203542 </endperson891>,0.3245903975704416 </endperson891>
49,82,1,plot:-1 </endperson892>,48</endperson892>,4</endperson892>,actionsequences:+1 movie:-1 familyman:-1 </endperson892>,actionsequences:[0.049889641443991564|0.0|0.0] movie:0.013238575625763738 familyman:[0.058804916909827844|0.02952838677797193] </endperson892>,0.37587193754611437 </endperson892>
49,83,5,movie:+1 character:-1 explosions:-1 </endperson893>,3</endperson893>,4</endperson893>,sequences:+1 </endperson893>,sequences:0.07455605216760748 </endperson893>,0.28851916650176845 </endperson893>
49,209,5, </endperson894>,39</endperson894>,4</endperson894>, </endperson894>, </endperson894>,0.22031558556055875 </endperson894>
49,212,5,comedy:+1 acting:+1 </endperson895>,</endperson895>,</endperson895>,</endperson895>,</endperson895>, </endperson895>
49,204,5, </endperson896>,37;;;;59</endperson896>,4;;;;4</endperson896>, ;;;; </endperson896>, ;;;; </endperson896>,0.5209902453135428;;;;0.25432284907908254 </endperson896>
49,81,5,movies:+1 </endperson897>,3;;;;39</endperson897>,4;;;;4</endperson897>,performances:+1 ;;;; </endperson897>,performances:0.029186570041476467 ;;;; </endperson897>,0.28851916650176845;;;;0.22031558556055875 </endperson897>
50,142,1, </endperson898>,26</endperson898>,4</endperson898>,cast:+1 films:+1 movie:-1 </endperson898>,cast:0.048605393125144745 films:0.028764553647777125 movie:0.02825623156873078 </endperson898>,0.42035466655794407 </endperson898>
50,172,5,movie:+1 </endperson899>,9;;;;42</endperson899>,4;;;;4</endperson899>,performance:+1 moving:-1 acting:-1 ;;;; </endperson899>,performance:0.009605616600554584 moving:0.02702600062574037 acting:0.026339401996861016 ;;;; </endperson899>,0.3752837298316184;;;;0.417033005990039 </endperson899>
50,72,4,stunt:+1 </endperson900>,2;;;;7;;;;34</endperson900>,4;;;;4;;;;3</endperson900>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 ;;;;character:+1 ;;;;screen:+1 thriller:+1 </endperson900>,movies:0.07716042975019721 movie:0.10904942583246663 actionsequences:[0.09588911062574466|0.026698242858663006|0.0] explosions:0.08043218289067468 budget:0.022484944122869766 ;;;;character:0.0 ;;;;screen:0.02083075059270614 thriller:0.037754629785230844 </endperson900>,0.20207864127229092;;;;0.2428779414546064;;;;0.36431691218190954 </endperson900>
50,139,4,actor:+1 humour:-1 directors:-1 </endperson901>,7</endperson901>,4</endperson901>,performance:+1 storyline:+1 moments:-1 watch:-1 </endperson901>,performance:0.017509710241689472 storyline:0.08543990893038586 moments:0.019902754667038895 watch:0.025408561220074004 </endperson901>,0.2428779414546064 </endperson901>
50,70,4, </endperson902>,2;;;;27;;;;42</endperson902>,4;;;;4;;;;4</endperson902>,movie:-1 ;;;;isnt:+1 ;;;; </endperson902>,movie:0.1286230685694562 ;;;;isnt:[0.21241820992224525|0.0|0.0] ;;;; </endperson902>,0.20207864127229092;;;;0.12518942849623715;;;;0.417033005990039 </endperson902>
